mag_id,coassembly_ecozone,completeness,contamination,strain_heterogeneity,genome_size_mbp,gc,n_genes,coding_density,n_contigs,n50,n_trna_genes,n_trna_aminoacids,n_16s_rrna_genes,n_23s_rrna_genes,n_5s_rrna_genes,mimag_quality,domain,phylum,class,order,family,genus,species,taxon
AM_bin488,Atlantic Maritime,71.4,1.14,0,2.72815,52.51767681,2635,0.903822737,607,4569,26,16,0,0,0,medium,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,SYLG01,NA,Planctomycetota
AM_bin493,Atlantic Maritime,56.38,0,0,2.139892,67.82029187,2320,0.959954054,391,6153,15,9,1,0,0,medium,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,Ilumatobacteraceae,UBA668,NA,Actinobacteriota
AM_bin500,Atlantic Maritime,52.92,0.77,0,1.703167,67.21237553,1626,0.900165985,429,3954,17,12,1,0,0,medium,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,SM1A02,UBA2402,NA,Planctomycetota
AM_bin504,Atlantic Maritime,66.14,0,0,2.13368,40.41838514,1944,0.930739849,267,9908,25,15,0,0,0,medium,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,NA,NA,Verrucomicrobiota/_A
AM_bin509,Atlantic Maritime,92.75,1.97,0,2.832082,39.30189874,2635,0.904860452,224,19379,28,15,0,1,1,medium,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavipsychrobacter,NA,Bacteroidota
AM_bin540,Atlantic Maritime,77.41,1.1,0,2.016345,64.29772683,2038,0.946769526,388,5866,30,17,1,1,1,medium,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Fen-1231,NA,Gemmatimonadota
AM_bin555,Atlantic Maritime,73.24,0.68,0,1.940228,54.08926167,1952,0.931247255,358,6124,27,16,0,0,0,medium,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,UBA956,NA,Verrucomicrobiota/_A
AM_bin57,Atlantic Maritime,55.01,0.37,0,1.809561,60.49085939,1942,0.926714822,389,4849,12,8,0,0,0,medium,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,NA,NA,Gammaproteobacteria
AM_bin575,Atlantic Maritime,59.25,0,0,1.407693,52.96779909,1530,0.960394774,214,8222,24,15,1,0,0,medium,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,Ilumatobacteraceae,UBA2093,NA,Actinobacteriota
AM_bin581,Atlantic Maritime,50.17,0,0,1.44727,41.26900993,1598,0.919475979,295,5149,9,8,0,0,0,medium,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylotenera_A,NA,Gammaproteobacteria
AM_bin591,Atlantic Maritime,68.45,0,0,1.721074,44.96942026,1689,0.965361745,262,7564,10,8,0,0,0,medium,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,UBA952,NA,Bacteroidota
AM_bin599,Atlantic Maritime,68.41,0.25,0,1.465202,39.61365054,1490,0.907141131,307,4999,11,8,1,0,0,medium,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,OLB11,NA,Bacteroidota
AM_bin600,Atlantic Maritime,75.34,0,0,3.392336,70.42972748,3453,0.92093973,397,11305,41,15,1,0,0,medium,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Rubrivivax,NA,Gammaproteobacteria
AM_bin601,Atlantic Maritime,64.76,0,0,1.701944,33.44152334,1731,0.910552286,314,6092,11,8,0,0,0,medium,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA,Bacteroidota
AM_bin610,Atlantic Maritime,79.54,1.37,0,2.760558,64.26092116,2705,0.920284232,400,8074,32,16,1,0,0,medium,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Palsa-1447,NA,Verrucomicrobiota/_A
AM_bin611,Atlantic Maritime,70.73,2.25,0,0.842125,36.28618079,859,0.890474692,105,10128,25,16,1,0,0,medium,Bacteria,Dependentiae,Babeliae,Babeliales,GWF2-32-72,NA,NA,Dependentiae
AM_bin638,Atlantic Maritime,92.1,1.38,0,3.04025,64.241888,3011,0.882800757,388,10178,41,18,0,0,1,high,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,NA,NA,Alphaproteobacteria
AM_bin646,Atlantic Maritime,54.9,0,0,1.449143,54.89506557,1425,0.903791413,336,4403,8,7,0,0,0,medium,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chth-196,NA,Verrucomicrobiota/_A
AM_bin649,Atlantic Maritime,93.61,0.16,0,1.99679,58.7871033,2030,0.91780708,29,118859,41,19,1,0,0,high,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,NA,NA,Alphaproteobacteria
AM_bin655,Atlantic Maritime,63.89,0.93,0,0.790298,63.24677527,879,0.961886529,152,5560,18,11,0,0,0,medium,Bacteria,Chloroflexota,Ellin6529,CSP1-4,UBA10416,UBA10416,NA,Chloroflexota
AM_bin656,Atlantic Maritime,77.73,2.11,0,1.314831,48.50197478,1390,0.950883422,161,10302,27,14,0,0,1,medium,Bacteria,Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,PALSA-747,NA,Actinobacteriota
AM_bin664,Atlantic Maritime,57.37,0,0,1.515845,62.24145609,1771,0.919237125,296,5355,21,10,0,1,1,medium,Bacteria,Proteobacteria,Alphaproteobacteria,UBA1301,UBA1301,UBA6038,NA,Alphaproteobacteria
AM_bin671,Atlantic Maritime,61.21,0,0,1.555636,43.85383213,1759,0.93366443,288,5771,12,7,0,0,0,medium,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,NA,Gammaproteobacteria
AM_bin677,Atlantic Maritime,67.24,1.94,0,4.469861,70.25052904,4166,0.921908981,897,5235,40,16,0,0,0,medium,Bacteria,Myxococcota,UBA727,UBA727,GCA-2721815,NA,NA,Myxococcota
AM_bin693,Atlantic Maritime,50,0,0,0.600857,50.56094878,695,0.954648111,127,4704,3,3,0,0,0,medium,Bacteria,Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,PALSA-747,NA,Actinobacteriota
AM_bin699,Atlantic Maritime,77.95,1.28,0,1.418024,61.28373004,1504,0.951634105,183,9337,34,16,0,0,1,medium,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,RAAP-2,RAAP-2,NA,Actinobacteriota
AM_bin713,Atlantic Maritime,58.79,1.88,0,1.483735,43.14719273,1535,0.963899214,306,4952,6,5,0,0,0,medium,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,UA16,NA,NA,Bacteroidota
AM_bin718,Atlantic Maritime,70.94,0,0,1.421827,60.29383322,1556,0.948280628,230,7436,26,15,0,0,1,medium,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,NA,NA,NA,Actinobacteriota
AM_bin728,Atlantic Maritime,64.01,0,0,1.93323,55.77256715,2094,0.917913544,292,7510,21,13,0,0,0,medium,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus_B,NA,Alphaproteobacteria
AM_bin73,Atlantic Maritime,94.29,0,0,2.005622,54.75822463,2005,0.893168304,134,21387,41,18,0,0,0,high,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,NA,NA,Gammaproteobacteria
AM_bin746,Atlantic Maritime,95.95,2.03,0,1.765774,38.30682749,1541,0.920743538,18,215360,36,19,0,0,0,high,Bacteria,Verrucomicrobiota_A,Chlamydiia,Parachlamydiales,Rhabdochlamydiaceae,NA,NA,Verrucomicrobiota/_A
AM_bin758,Atlantic Maritime,50,0,0,1.497525,36.89634564,1476,0.945379209,291,5711,5,5,0,0,0,medium,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,UBA6715,NA,Bacteroidota
AM_bin782,Atlantic Maritime,71.71,1.12,0,0.663366,35.06993123,768,0.921972184,89,8864,38,19,1,1,0,medium,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,UBA4665,NA,NA,Patescibacteria
AM_bin785,Atlantic Maritime,64.66,0,0,1.673752,33.32453075,1627,0.914000401,241,8382,15,12,0,0,0,medium,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA,Bacteroidota
AM_bin792,Atlantic Maritime,51.63,0.68,0,2.402965,68.1732776,2396,0.910811851,563,4307,22,14,0,0,0,medium,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA9464,SXXZ01,NA,Verrucomicrobiota/_A
AM_bin8,Atlantic Maritime,93.72,0.55,0,2.365947,53.9474891,2080,0.960336812,148,22125,39,18,0,0,0,high,Bacteria,Bacteroidota,Kapabacteria,Kapabacteriales,Kapabacteriaceae,UBA10438,NA,Bacteroidota
AM_bin814,Atlantic Maritime,50,0,0,0.877403,51.6736323,994,0.941660788,191,4799,22,11,0,0,0,medium,Bacteria,Actinobacteriota,Actinomycetia,Nanopelagicales,UBA5976,UBA5976,NA,Actinobacteriota
AM_bin835,Atlantic Maritime,82.03,1.72,0,0.720468,47.96257433,753,0.915063542,14,72469,38,20,2,1,1,medium,Bacteria,Patescibacteria,Paceibacteria,UBA9983,UBA11359_D,NA,NA,Patescibacteria
AM_bin884,Atlantic Maritime,95.35,1.16,0,1.347228,37.60603254,1226,0.889732102,33,85382,38,19,0,0,0,high,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Rickettsiella,NA,Gammaproteobacteria
AM_bin886,Atlantic Maritime,67.13,4.67,0,3.626662,64.74044176,3829,0.940149923,808,4773,35,15,0,0,0,medium,Bacteria,Myxococcota,UBA796,UBA796,SXON01,NA,NA,Myxococcota
AM_bin894,Atlantic Maritime,56.24,0.95,0,1.156205,67.31012234,1252,0.926630658,268,4618,15,11,0,0,0,medium,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,RAAP-2,Bog-756,NA,Actinobacteriota
AM_bin901,Atlantic Maritime,59.15,0.26,0,1.273852,59.58101883,1425,0.955406908,256,5149,18,12,1,0,0,medium,Bacteria,Actinobacteriota,Actinomycetia,Nanopelagicales,S36-B12,NA,NA,Actinobacteriota
AM_bin907,Atlantic Maritime,55.17,0,0,1.382028,31.91650242,1426,0.922675228,280,4970,12,11,0,0,0,medium,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA,Bacteroidota
AM_bin909,Atlantic Maritime,53.92,0,0,0.610064,37.25363241,682,0.93946045,111,5739,21,13,1,1,1,medium,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,UBA4665,NA,NA,Patescibacteria
AM_bin915,Atlantic Maritime,55.6,0,0,0.701768,46.06322887,805,0.95668654,155,4442,5,5,0,0,0,medium,Bacteria,Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,PALSA-747,NA,Actinobacteriota
AM_bin927,Atlantic Maritime,57.27,0.51,0,1.332673,39.97769896,1404,0.922717726,273,5069,9,7,0,0,0,medium,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavipsychrobacter,NA,Bacteroidota
AM_bin944,Atlantic Maritime,69.26,2.55,5.26,1.870347,54.75085639,2092,0.926261277,387,4981,18,12,0,0,0,medium,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,UBA6136,NA,Gammaproteobacteria
AM_bin956,Atlantic Maritime,98.99,0.68,0,1.849082,54.64938818,1755,0.932678486,56,48499,42,19,1,0,0,high,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,UBA6821,NA,NA,Verrucomicrobiota/_A
AM_bin961,Atlantic Maritime,69.75,2.14,0,2.865066,68.58096812,3215,0.948447959,521,5933,35,15,0,0,0,medium,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,Ilumatobacteraceae,UBA668,NA,Actinobacteriota
AM_bin972,Atlantic Maritime,81.82,3.06,0,1.613179,32.6962476,1784,0.917838008,250,7546,28,18,1,1,1,medium,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,UBA8987,UBA8987,NA,Alphaproteobacteria
AM_bin973,Atlantic Maritime,70.74,0,0,1.644843,56.89746681,1694,0.95723604,231,8553,32,15,1,0,0,medium,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,Ilumatobacteraceae,UBA2093,NA,Actinobacteriota
AM_bin974,Atlantic Maritime,98.52,1.23,0,3.40869,47.69627041,3052,0.907881033,178,33878,36,18,0,1,1,high,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,SXYR01,NA,Bacteroidota
AM_bin983,Atlantic Maritime,64.25,0.68,0,3.04297,60.68748624,3153,0.922622635,692,4446,22,10,0,0,1,medium,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,V1-115,NA,Verrucomicrobiota/_A
AM_bin99,Atlantic Maritime,65.79,0,0,2.122307,62.68522886,1999,0.921979242,281,9384,34,16,0,0,0,medium,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,IMCC26134_A,NA,Verrucomicrobiota/_A
AM_bin990,Atlantic Maritime,59.95,3.45,0,3.126504,53.10647292,3201,0.903003482,494,7364,12,8,0,0,0,medium,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Limnohabitans,NA,Gammaproteobacteria
BCTC_bin1003,Boreal/Taiga Cordilleras,67.07,1.35,0,1.244605,37.33216563,1370,0.918414276,260,5160,18,10,1,0,0,medium,Bacteria,Verrucomicrobiota_A,Chlamydiia,Parachlamydiales,NA,NA,NA,Verrucomicrobiota/_A
BCTC_bin1009,Boreal/Taiga Cordilleras,97.3,0,0,2.363362,48.76472584,2091,0.912181883,139,27389,34,19,1,0,0,high,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,GCA-002722245,NA,NA,Bacteroidota
BCTC_bin117,Boreal/Taiga Cordilleras,81.93,0.68,0,1.195451,36.39521821,1219,0.938777917,138,12038,32,18,0,0,0,medium,Bacteria,Verrucomicrobiota_A,Chlamydiia,Parachlamydiales,Rhabdochlamydiaceae,NA,NA,Verrucomicrobiota/_A
BCTC_bin134,Boreal/Taiga Cordilleras,52.56,0,0,1.350854,35.91120876,1374,0.921722111,241,6089,11,7,0,0,0,medium,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,NA,Bacteroidota
BCTC_bin136,Boreal/Taiga Cordilleras,57.48,0,0,1.207496,43.61422315,1277,0.930988591,290,4275,10,9,0,0,0,medium,Bacteria,Bacteroidota,Bacteroidia,AKYH767,NA,NA,NA,Bacteroidota
BCTC_bin153,Boreal/Taiga Cordilleras,94.53,0.35,0,3.625396,41.73549593,3639,0.856441889,307,18133,43,19,0,0,0,high,Bacteria,Cyanobacteria,Cyanobacteriia,Pseudanabaenales,Pseudanabaenaceae,Pseudanabaena,NA,Cyanobacteria
BCTC_bin156,Boreal/Taiga Cordilleras,58.01,0,0,0.792723,42.18081221,798,0.853846804,17,77089,40,20,1,1,0,medium,Bacteria,Patescibacteria,Paceibacteria,UBA9983,UBA5272,UBA11704,NA,Patescibacteria
BCTC_bin163,Boreal/Taiga Cordilleras,71.01,0,0,1.609122,37.74667179,1573,0.928771715,306,5565,9,9,0,0,0,medium,Bacteria,Bacteroidota,Bacteroidia,NS11-12g,UBA955,NA,NA,Bacteroidota
BCTC_bin184,Boreal/Taiga Cordilleras,59.34,0,0,1.14818,55.66714278,1250,0.935095543,198,6547,19,11,0,0,0,medium,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Terrimicrobiaceae,UBA967,NA,Verrucomicrobiota/_A
BCTC_bin213,Boreal/Taiga Cordilleras,98.92,0.54,0,2.710181,33.96068381,2371,0.936212009,67,86094,29,18,0,0,0,high,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,M0103,NA,Bacteroidota
BCTC_bin216,Boreal/Taiga Cordilleras,92.83,1.18,0,3.167514,33.36632451,3140,0.931532741,375,11052,36,20,1,0,0,high,Bacteria,Spirochaetota,Leptospirae,Leptospirales,Leptospiraceae,NA,NA,Spirochaetota
BCTC_bin22,Boreal/Taiga Cordilleras,96.9,0,0,3.293713,35.28334132,2933,0.913344909,157,43950,33,19,1,1,1,high,Bacteria,Bacteroidota,Bacteroidia,NS11-12g,NA,NA,NA,Bacteroidota
BCTC_bin260,Boreal/Taiga Cordilleras,61.79,0,0,0.599966,34.14676832,625,0.915831897,63,14841,19,11,0,0,0,medium,Bacteria,Patescibacteria,Paceibacteria,SW-4-49-11,SW-4-49-11,NA,NA,Patescibacteria
BCTC_bin274,Boreal/Taiga Cordilleras,65.75,0,0,1.587894,33.90553778,1608,0.915093829,290,5943,18,12,0,0,0,medium,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA,Bacteroidota
BCTC_bin32,Boreal/Taiga Cordilleras,74.37,0.27,0,1.017689,42.3648089,1113,0.958075601,114,12426,31,14,1,1,1,medium,Bacteria,Actinobacteriota,Actinomycetia,Nanopelagicales,AcAMD-5,NA,NA,Actinobacteriota
BCTC_bin336,Boreal/Taiga Cordilleras,51.72,0,0,1.899488,66.90818789,2045,0.921372496,370,5435,23,14,1,0,0,medium,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,JOSHI-001,NA,Gammaproteobacteria
BCTC_bin35,Boreal/Taiga Cordilleras,52.72,0,0,1.717753,66.04861118,1863,0.866376598,428,4026,31,16,0,0,0,medium,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,NA,NA,Gammaproteobacteria
BCTC_bin350,Boreal/Taiga Cordilleras,52.36,1.72,0,0.621853,48.33103643,689,0.910327682,77,9609,30,16,1,0,0,medium,Bacteria,Patescibacteria,Paceibacteria,UBA9983,GCA-2401445,NA,NA,Patescibacteria
BCTC_bin382,Boreal/Taiga Cordilleras,72.57,0,0,1.796683,32.48118895,1785,0.913316372,239,9625,17,13,0,0,1,medium,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA,Bacteroidota
BCTC_bin391,Boreal/Taiga Cordilleras,61.4,0,0,1.847973,54.02438239,1903,0.867809216,364,5585,21,11,0,0,0,medium,Bacteria,Bdellovibrionota_C,UBA2361,UBA2361,UBA2361,NA,NA,Bdellovibrionota/_C
BCTC_bin417,Boreal/Taiga Cordilleras,62.64,0.29,0,2.894645,70.74985015,2605,0.907843622,490,6714,36,16,1,0,0,medium,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,UBA1268,QWPN01,NA,Planctomycetota
BCTC_bin444,Boreal/Taiga Cordilleras,70.71,0,0,0.813575,55.12595643,920,0.952172818,171,5302,15,10,0,0,0,medium,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Rhodoluna,NA,Actinobacteriota
BCTC_bin456,Boreal/Taiga Cordilleras,94.19,0,0,1.398813,39.29431597,1302,0.904011473,72,29580,37,19,0,0,0,high,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Rickettsiella,Rickettsiella sp002290645,Gammaproteobacteria
BCTC_bin49,Boreal/Taiga Cordilleras,51.88,0.37,0,1.139984,31.82439403,1249,0.909159251,289,3883,14,12,0,0,0,medium,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,OLB11,NA,Bacteroidota
BCTC_bin497,Boreal/Taiga Cordilleras,75.44,1.36,0,2.5231,63.38393246,2713,0.942253577,446,6220,25,14,1,0,0,medium,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,UBA4615,NA,Gammaproteobacteria
BCTC_bin533,Boreal/Taiga Cordilleras,65.23,0,0,1.689497,58.18696334,1762,0.902181537,250,7583,30,16,0,0,0,medium,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,UBA6821,NA,NA,Verrucomicrobiota/_A
BCTC_bin575,Boreal/Taiga Cordilleras,57.05,0,0,1.648935,40.10618975,1686,0.938272279,352,4662,16,12,0,0,0,medium,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,UA16,UBA4660,NA,Bacteroidota
BCTC_bin6,Boreal/Taiga Cordilleras,54.49,0.95,0,0.714752,33.58815365,816,0.892544547,180,3948,15,12,0,0,0,medium,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,UBA1997,UBA2645,NA,Alphaproteobacteria
BCTC_bin606,Boreal/Taiga Cordilleras,62.68,0.85,0,0.891783,54.19591986,1024,0.96498027,156,6619,14,7,0,0,0,medium,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,Ilumatobacteraceae,UBA3006,NA,Actinobacteriota
BCTC_bin617,Boreal/Taiga Cordilleras,67.24,0,0,2.192766,52.37553848,2254,0.920474415,223,13394,27,15,0,0,0,medium,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,SCGC-AAA027-K21,NA,Gammaproteobacteria
BCTC_bin635,Boreal/Taiga Cordilleras,62.28,0,0,0.700437,36.00123923,799,0.90091757,83,9714,21,16,0,1,1,medium,Bacteria,Dependentiae,Babeliae,Babeliales,GWF2-32-72,NA,NA,Dependentiae
BCTC_bin651,Boreal/Taiga Cordilleras,97.17,0.54,0,2.485032,40.96514653,2284,0.954545052,164,24230,35,18,0,0,0,high,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,UBA952,NA,Bacteroidota
BCTC_bin67,Boreal/Taiga Cordilleras,98.47,1.72,0,2.842235,33.59011482,2639,0.911762046,134,37832,33,18,1,0,0,high,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,M2408,NA,Bacteroidota
BCTC_bin676,Boreal/Taiga Cordilleras,50,0,0,0.720916,51.02147823,772,0.956019841,115,7083,17,10,0,0,0,medium,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Rhodoluna,NA,Actinobacteriota
BCTC_bin695,Boreal/Taiga Cordilleras,54.31,0,0,0.519802,42.09256602,593,0.959145983,111,4890,11,11,0,0,0,medium,Bacteria,Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,Nanopelagicus,NA,Actinobacteriota
BCTC_bin696,Boreal/Taiga Cordilleras,93.16,6.13,7.14,6.096116,48.02267542,5795,0.889530973,402,24440,47,20,0,2,1,high,Bacteria,Cyanobacteria,Vampirovibrionia,Obscuribacterales,Obscuribacteraceae,Ga0077546,NA,Cyanobacteria
BCTC_bin711,Boreal/Taiga Cordilleras,93.06,0,0,0.980403,30.96073757,1063,0.960658015,32,74167,24,14,0,0,0,medium,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,IMCC9063,NA,Alphaproteobacteria
BCTC_bin750,Boreal/Taiga Cordilleras,74.75,1.08,0,2.742549,59.96662229,2536,0.891861549,376,8603,43,19,1,1,0,medium,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,SM1A02,UBA2402,NA,Planctomycetota
BCTC_bin755,Boreal/Taiga Cordilleras,87.18,1.28,0,1.626354,50.79300079,1778,0.95650332,169,12033,33,20,1,0,0,medium,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,Ilumatobacteraceae,UBA2093,NA,Actinobacteriota
BCTC_bin766,Boreal/Taiga Cordilleras,83.37,0,0,2.607246,68.38817664,2364,0.911169103,422,6945,32,15,0,0,0,medium,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,SM1A02,QWPT01,NA,Planctomycetota
BCTC_bin773,Boreal/Taiga Cordilleras,59.33,0.47,0,0.748128,29.87095791,747,0.870654487,166,4519,13,10,1,0,0,medium,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,NA,NA,Alphaproteobacteria
BCTC_bin795,Boreal/Taiga Cordilleras,64.66,0,0,1.374317,35.9313026,1398,0.947711481,313,4506,10,8,0,0,0,medium,Bacteria,Bacteroidota,Bacteroidia,NS11-12g,UBA955,NA,NA,Bacteroidota
BCTC_bin819,Boreal/Taiga Cordilleras,77.73,0,0,0.753673,39.56968075,853,0.903452824,16,59994,36,20,2,1,1,medium,Bacteria,Patescibacteria,Paceibacteria,UBA9983,UBA11359,PALSA-1337,NA,Patescibacteria
BCTC_bin836,Boreal/Taiga Cordilleras,80.69,0,0,1.083805,35.52059642,1078,0.917434409,64,24726,29,16,1,1,1,medium,Bacteria,Patescibacteria,Gracilibacteria,UBA1369,GCA-2718715,NA,NA,Patescibacteria
BCTC_bin875,Boreal/Taiga Cordilleras,94.74,2.39,0,3.884022,63.78439669,4014,0.903382885,209,34367,44,18,0,1,1,high,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,NA,NA,Alphaproteobacteria
BCTC_bin879,Boreal/Taiga Cordilleras,81.17,0,0,0.69441,37.41060757,727,0.890774902,37,30517,36,20,2,2,1,medium,Bacteria,Patescibacteria,Paceibacteria,UBA9983,UBA11359,PALSA-1337,NA,Patescibacteria
BCTC_bin910,Boreal/Taiga Cordilleras,94.21,1.19,0,2.78998,36.56327286,2549,0.9282554,214,19856,24,16,0,0,1,medium,Bacteria,Bacteroidota,Bacteroidia,AKYH767,NA,NA,NA,Bacteroidota
BCTC_bin918,Boreal/Taiga Cordilleras,60.21,0,0,0.862084,48.39853193,911,0.958447205,95,12735,21,13,0,0,1,medium,Bacteria,Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,Planktophila,NA,Actinobacteriota
BCTC_bin92,Boreal/Taiga Cordilleras,92.72,0.84,0,4.069116,44.02177279,3605,0.852893847,302,18550,37,18,0,0,0,high,Bacteria,Bdellovibrionota_C,UBA2361,UBA2361,UBA2361,NA,NA,Bdellovibrionota/_C
BCTC_bin923,Boreal/Taiga Cordilleras,75,0,0,2.60233,52.75061195,2582,0.934125572,243,13786,31,17,0,0,0,medium,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,SXZD01,NA,Gammaproteobacteria
BCTC_bin929,Boreal/Taiga Cordilleras,51.07,0.48,0,1.211417,43.5362885,1340,0.95668461,272,4539,13,11,0,0,0,medium,Bacteria,Bacteroidota,Bacteroidia,UBA7662,NA,NA,NA,Bacteroidota
BCTC_bin973,Boreal/Taiga Cordilleras,57.69,0,0,1.937388,43.52179326,2010,0.862975821,438,4558,11,7,0,0,0,medium,Bacteria,Bdellovibrionota_C,UBA2361,UBA2361,UBA2361,NA,NA,Bdellovibrionota/_C
BCTC_bin975,Boreal/Taiga Cordilleras,84.37,1.29,0,1.159009,48.45984803,1190,0.95129546,74,31349,36,16,1,0,0,medium,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Rhodoluna,NA,Actinobacteriota
BP_bin1001,Boreal Plains,61.81,0,0,2.049401,54.50392578,2235,0.951449228,350,6743,29,17,0,0,0,medium,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,NA,NA,Armatimonadota
